期間,幣別,匯率
2012-10-01,歐元USD/EUR,0.7707723138584861
2012-11-01,歐元USD/EUR,0.7795447458684129
2012-12-01,歐元USD/EUR,0.7622532205198567
2013-01-01,歐元USD/EUR,0.7525586995785671
2013-02-01,歐元USD/EUR,0.7485590238790328
2013-03-01,歐元USD/EUR,0.771366862079605
2013-04-01,歐元USD/EUR,0.7676953784738216
2013-05-01,歐元USD/EUR,0.7702973347712216
2013-06-01,歐元USD/EUR,0.7582075972401243
2013-07-01,歐元USD/EUR,0.764525993883792
2013-08-01,歐元USD/EUR,0.7513148009015778
2013-09-01,歐元USD/EUR,0.7491759065028468
2013-10-01,歐元USD/EUR,0.7334066740007334
2013-11-01,歐元USD/EUR,0.7411250277921886
2013-12-01,歐元USD/EUR,0.7297139521307647
2014-01-01,歐元USD/EUR,0.7347538574577517
2014-02-01,歐元USD/EUR,0.7321180174244089
2014-03-01,歐元USD/EUR,0.7234319612240468
2014-04-01,歐元USD/EUR,0.7239556939115326
2014-05-01,歐元USD/EUR,0.7282260413632392
2014-06-01,歐元USD/EUR,0.7357268981753973
2014-07-01,歐元USD/EUR,0.738606987222099
2014-08-01,歐元USD/EUR,0.7509762691498949
2014-09-01,歐元USD/EUR,0.7751337105650724
2014-10-01,歐元USD/EUR,0.7890791446382072
2014-11-01,歐元USD/EUR,0.8017960230917254
2014-12-01,歐元USD/EUR,0.8109642364771713
2015-01-01,歐元USD/EUR,0.8605111436193099
2015-02-01,歐元USD/EUR,0.8810572687224669
2015-03-01,歐元USD/EUR,0.9226794611551946
2015-04-01,歐元USD/EUR,0.9277298450691158
2015-05-01,歐元USD/EUR,0.8968609865470852
2015-06-01,歐元USD/EUR,0.8918219923303309
2015-07-01,歐元USD/EUR,0.9094216078574028
2015-08-01,歐元USD/EUR,0.8977466558937068
2015-09-01,歐元USD/EUR,0.8911861687906603
2015-10-01,歐元USD/EUR,0.8900756564307967
2015-11-01,歐元USD/EUR,0.931445603576751
2015-12-01,歐元USD/EUR,0.919371150133309
2016-01-01,歐元USD/EUR,0.9208103130755064
2016-02-01,歐元USD/EUR,0.9014693951140359
2016-03-01,歐元USD/EUR,0.9009009009009008
2016-04-01,歐元USD/EUR,0.8819119851838787
2016-05-01,歐元USD/EUR,0.8840951286358413
2016-06-01,歐元USD/EUR,0.890551251224508
2016-07-01,歐元USD/EUR,0.9034239768723462
2016-08-01,歐元USD/EUR,0.8919015340706387
2016-09-01,歐元USD/EUR,0.8919015340706387
2016-10-01,歐元USD/EUR,0.9069472156720478
2016-11-01,歐元USD/EUR,0.9260116677470135
2016-12-01,歐元USD/EUR,0.9484966328369534
2017-01-01,歐元USD/EUR,0.9421518748822311
2017-02-01,歐元USD/EUR,0.939584703561026
2017-03-01,歐元USD/EUR,0.9358914365933552
2017-04-01,歐元USD/EUR,0.9325748391308403
2017-05-01,歐元USD/EUR,0.9049773755656109
2017-06-01,歐元USD/EUR,0.890551251224508
2017-07-01,歐元USD/EUR,0.8682062858135093
2017-08-01,歐元USD/EUR,0.8470269354565475
2017-09-01,歐元USD/EUR,0.8393486654356219
2017-10-01,歐元USD/EUR,0.8506294658046955
2017-11-01,歐元USD/EUR,0.8528784648187633
2017-12-01,歐元USD/EUR,0.8448800270361608
2018-01-01,歐元USD/EUR,0.8200754469411186
2018-02-01,歐元USD/EUR,0.8101101749837978
2018-03-01,歐元USD/EUR,0.8106355382619974
2018-04-01,歐元USD/EUR,0.8145975887911372
2018-05-01,歐元USD/EUR,0.8563110121596164
2018-06-01,歐元USD/EUR,0.8563110121596164
2018-07-01,歐元USD/EUR,0.8555783709787816
2018-08-01,歐元USD/EUR,0.8659508139937652
2018-09-01,歐元USD/EUR,0.8578536501672815
1960-01-01,韓元KRW/USD,50
1960-02-01,韓元KRW/USD,57.5
1960-03-01,韓元KRW/USD,65
1960-04-01,韓元KRW/USD,65
1960-05-01,韓元KRW/USD,65
1960-06-01,韓元KRW/USD,65
1960-07-01,韓元KRW/USD,65
1960-08-01,韓元KRW/USD,65
1960-09-01,韓元KRW/USD,65
1960-10-01,韓元KRW/USD,65
1960-11-01,韓元KRW/USD,65
1960-12-01,韓元KRW/USD,65
1961-01-01,韓元KRW/USD,82.5
1961-02-01,韓元KRW/USD,115
1961-03-01,韓元KRW/USD,130
1961-04-01,韓元KRW/USD,130
1961-05-01,韓元KRW/USD,130
1961-06-01,韓元KRW/USD,130
1961-07-01,韓元KRW/USD,130
1961-08-01,韓元KRW/USD,130
1961-09-01,韓元KRW/USD,130
1961-10-01,韓元KRW/USD,130
1961-11-01,韓元KRW/USD,130
1961-12-01,韓元KRW/USD,130
1962-01-01,韓元KRW/USD,130
1962-02-01,韓元KRW/USD,130
1962-03-01,韓元KRW/USD,130
1962-04-01,韓元KRW/USD,130
1962-05-01,韓元KRW/USD,130
1962-06-01,韓元KRW/USD,130
1962-07-01,韓元KRW/USD,130
1962-08-01,韓元KRW/USD,130
1962-09-01,韓元KRW/USD,130
1962-10-01,韓元KRW/USD,130
1962-11-01,韓元KRW/USD,130
1962-12-01,韓元KRW/USD,130
1963-01-01,韓元KRW/USD,130
1963-02-01,韓元KRW/USD,130
1963-03-01,韓元KRW/USD,130
1963-04-01,韓元KRW/USD,130
1963-05-01,韓元KRW/USD,130
1963-06-01,韓元KRW/USD,130
1963-07-01,韓元KRW/USD,130
1963-08-01,韓元KRW/USD,130
1963-09-01,韓元KRW/USD,130
1963-10-01,韓元KRW/USD,130
1963-11-01,韓元KRW/USD,130
1963-12-01,韓元KRW/USD,130
1964-01-01,韓元KRW/USD,130
1964-02-01,韓元KRW/USD,130
1964-03-01,韓元KRW/USD,130
1964-04-01,韓元KRW/USD,130
1964-05-01,韓元KRW/USD,255.8
1964-06-01,韓元KRW/USD,255.8
1964-07-01,韓元KRW/USD,255.8
1964-08-01,韓元KRW/USD,255.8
1964-09-01,韓元KRW/USD,255.8
1964-10-01,韓元KRW/USD,255.8
1964-11-01,韓元KRW/USD,255.8
1964-12-01,韓元KRW/USD,255.8
1965-01-01,韓元KRW/USD,255.8
1965-02-01,韓元KRW/USD,255.8
1965-03-01,韓元KRW/USD,260.5
1965-04-01,韓元KRW/USD,259.1
1965-05-01,韓元KRW/USD,266.1
1965-06-01,韓元KRW/USD,268.2
1965-07-01,韓元KRW/USD,271.7
1965-08-01,韓元KRW/USD,272.1
1965-09-01,韓元KRW/USD,272.1
1965-10-01,韓元KRW/USD,272
1965-11-01,韓元KRW/USD,271.8
1965-12-01,韓元KRW/USD,271.8
1966-01-01,韓元KRW/USD,271.8
1966-02-01,韓元KRW/USD,271.7
1966-03-01,韓元KRW/USD,271.8
1966-04-01,韓元KRW/USD,271.4
1966-05-01,韓元KRW/USD,271.2
1966-06-01,韓元KRW/USD,271.2
1966-07-01,韓元KRW/USD,271.2
1966-08-01,韓元KRW/USD,271.2
1966-09-01,韓元KRW/USD,271.2
1966-10-01,韓元KRW/USD,271.2
1966-11-01,韓元KRW/USD,271.2
1966-12-01,韓元KRW/USD,271.2
1967-01-01,韓元KRW/USD,270.4
1967-02-01,韓元KRW/USD,269.9
1967-03-01,韓元KRW/USD,269.9
1967-04-01,韓元KRW/USD,270.1
1967-05-01,韓元KRW/USD,270.2
1967-06-01,韓元KRW/USD,270.1
1967-07-01,韓元KRW/USD,270.2
1967-08-01,韓元KRW/USD,270.3
1967-09-01,韓元KRW/USD,270.4
1967-10-01,韓元KRW/USD,270.4
1967-11-01,韓元KRW/USD,270.4
1967-12-01,韓元KRW/USD,274.2
1968-01-01,韓元KRW/USD,274.6
1968-02-01,韓元KRW/USD,274.6
1968-03-01,韓元KRW/USD,274.7
1968-04-01,韓元KRW/USD,274.8
1968-05-01,韓元KRW/USD,274.8
1968-06-01,韓元KRW/USD,274.8
1968-07-01,韓元KRW/USD,274.8
1968-08-01,韓元KRW/USD,275.4
1968-09-01,韓元KRW/USD,278.1
1968-10-01,韓元KRW/USD,280.3
1968-11-01,韓元KRW/USD,281.5
1968-12-01,韓元KRW/USD,281.7
1969-01-01,韓元KRW/USD,281.6
1969-02-01,韓元KRW/USD,282.1
1969-03-01,韓元KRW/USD,282.7
1969-04-01,韓元KRW/USD,282.9
1969-05-01,韓元KRW/USD,284.5
1969-06-01,韓元KRW/USD,285
1969-07-01,韓元KRW/USD,285.4
1969-08-01,韓元KRW/USD,286.9
1969-09-01,韓元KRW/USD,288.3
1969-10-01,韓元KRW/USD,290.2
1969-11-01,韓元KRW/USD,303.9
1969-12-01,韓元KRW/USD,304.5
1970-01-01,韓元KRW/USD,304.9
1970-02-01,韓元KRW/USD,305.9
1970-03-01,韓元KRW/USD,306.6
1970-04-01,韓元KRW/USD,307.7
1970-05-01,韓元KRW/USD,308.8
1970-06-01,韓元KRW/USD,309.9
1970-07-01,韓元KRW/USD,311.4
1970-08-01,韓元KRW/USD,312.5
1970-09-01,韓元KRW/USD,313.4
1970-10-01,韓元KRW/USD,314.2
1970-11-01,韓元KRW/USD,315.2
1970-12-01,韓元KRW/USD,316.3
1971-01-01,韓元KRW/USD,317.7
1971-02-01,韓元KRW/USD,319.5
1971-03-01,韓元KRW/USD,321.4
1971-04-01,韓元KRW/USD,323.3
1971-05-01,韓元KRW/USD,325.7
1971-06-01,韓元KRW/USD,332.2
1971-07-01,韓元KRW/USD,370.8
1971-08-01,韓元KRW/USD,370.8
1971-09-01,韓元KRW/USD,370.8
1971-10-01,韓元KRW/USD,370.8
1971-11-01,韓元KRW/USD,370.8
1971-12-01,韓元KRW/USD,372.1
1972-01-01,韓元KRW/USD,374.7
1972-02-01,韓元KRW/USD,379.1
1972-03-01,韓元KRW/USD,384.6
1972-04-01,韓元KRW/USD,389.8
1972-05-01,韓元KRW/USD,394.6
1972-06-01,韓元KRW/USD,398.6
1972-07-01,韓元KRW/USD,399.4
1972-08-01,韓元KRW/USD,399.1
1972-09-01,韓元KRW/USD,398.8
1972-10-01,韓元KRW/USD,398.6
1972-11-01,韓元KRW/USD,398.7
1972-12-01,韓元KRW/USD,398.9
1973-01-01,韓元KRW/USD,398.9
1973-02-01,韓元KRW/USD,398.9
1973-03-01,韓元KRW/USD,398.9
1973-04-01,韓元KRW/USD,398.9
1973-05-01,韓元KRW/USD,398.9
1973-06-01,韓元KRW/USD,398.9
1973-07-01,韓元KRW/USD,398.7
1973-08-01,韓元KRW/USD,398.6
1973-09-01,韓元KRW/USD,397.8
1973-10-01,韓元KRW/USD,397.3
1973-11-01,韓元KRW/USD,397
1973-12-01,韓元KRW/USD,397.2
1974-01-01,韓元KRW/USD,397.8
1974-02-01,韓元KRW/USD,398.3
1974-03-01,韓元KRW/USD,398.7
1974-04-01,韓元KRW/USD,399
1974-05-01,韓元KRW/USD,399
1974-06-01,韓元KRW/USD,399
1974-07-01,韓元KRW/USD,399
1974-08-01,韓元KRW/USD,399
1974-09-01,韓元KRW/USD,399
1974-10-01,韓元KRW/USD,399
1974-11-01,韓元KRW/USD,399
1974-12-01,韓元KRW/USD,467
1975-01-01,韓元KRW/USD,484
1975-02-01,韓元KRW/USD,484
1975-03-01,韓元KRW/USD,484
1975-04-01,韓元KRW/USD,484
1975-05-01,韓元KRW/USD,484
1975-06-01,韓元KRW/USD,484
1975-07-01,韓元KRW/USD,484
1975-08-01,韓元KRW/USD,484
1975-09-01,韓元KRW/USD,484
1975-10-01,韓元KRW/USD,484
1975-11-01,韓元KRW/USD,484
1975-12-01,韓元KRW/USD,484
1976-01-01,韓元KRW/USD,484
1976-02-01,韓元KRW/USD,484
1976-03-01,韓元KRW/USD,484
1976-04-01,韓元KRW/USD,484
1976-05-01,韓元KRW/USD,484
1976-06-01,韓元KRW/USD,484
1976-07-01,韓元KRW/USD,484
1976-08-01,韓元KRW/USD,484
1976-09-01,韓元KRW/USD,484
1976-10-01,韓元KRW/USD,484
1976-11-01,韓元KRW/USD,484
1976-12-01,韓元KRW/USD,484
1977-01-01,韓元KRW/USD,484
1977-02-01,韓元KRW/USD,484
1977-03-01,韓元KRW/USD,484
1977-04-01,韓元KRW/USD,484
1977-05-01,韓元KRW/USD,484
1977-06-01,韓元KRW/USD,484
1977-07-01,韓元KRW/USD,484
1977-08-01,韓元KRW/USD,484
1977-09-01,韓元KRW/USD,484
1977-10-01,韓元KRW/USD,484
1977-11-01,韓元KRW/USD,484
1977-12-01,韓元KRW/USD,484
1978-01-01,韓元KRW/USD,484
1978-02-01,韓元KRW/USD,484
1978-03-01,韓元KRW/USD,484
1978-04-01,韓元KRW/USD,484
1978-05-01,韓元KRW/USD,484
1978-06-01,韓元KRW/USD,484
1978-07-01,韓元KRW/USD,484
1978-08-01,韓元KRW/USD,484
1978-09-01,韓元KRW/USD,484
1978-10-01,韓元KRW/USD,484
1978-11-01,韓元KRW/USD,484
1978-12-01,韓元KRW/USD,484
1979-01-01,韓元KRW/USD,484
1979-02-01,韓元KRW/USD,484
1979-03-01,韓元KRW/USD,484
1979-04-01,韓元KRW/USD,484
1979-05-01,韓元KRW/USD,484
1979-06-01,韓元KRW/USD,484
1979-07-01,韓元KRW/USD,484
1979-08-01,韓元KRW/USD,484
1979-09-01,韓元KRW/USD,484
1979-10-01,韓元KRW/USD,484
1979-11-01,韓元KRW/USD,484
1979-12-01,韓元KRW/USD,484
1980-01-01,韓元KRW/USD,549.5
1980-02-01,韓元KRW/USD,580.1
1980-03-01,韓元KRW/USD,583.5
1980-04-01,韓元KRW/USD,589.7
1980-05-01,韓元KRW/USD,593.6
1980-06-01,韓元KRW/USD,599
1980-07-01,韓元KRW/USD,605.4
1980-08-01,韓元KRW/USD,615.9
1980-09-01,韓元KRW/USD,618.7
1980-10-01,韓元KRW/USD,637.7
1980-11-01,韓元KRW/USD,656.4
1980-12-01,韓元KRW/USD,659.9
1981-01-01,韓元KRW/USD,662.2
1981-02-01,韓元KRW/USD,667.7
1981-03-01,韓元KRW/USD,671.6
1981-04-01,韓元KRW/USD,676.5
1981-05-01,韓元KRW/USD,682.1
1981-06-01,韓元KRW/USD,684.2
1981-07-01,韓元KRW/USD,686.1
1981-08-01,韓元KRW/USD,686.6
1981-09-01,韓元KRW/USD,685
1981-10-01,韓元KRW/USD,686.5
1981-11-01,韓元KRW/USD,688.1
1981-12-01,韓元KRW/USD,695.7
1982-01-01,韓元KRW/USD,705.5
1982-02-01,韓元KRW/USD,709.8
1982-03-01,韓元KRW/USD,714.9
1982-04-01,韓元KRW/USD,720.9
1982-05-01,韓元KRW/USD,725.5
1982-06-01,韓元KRW/USD,738.4
1982-07-01,韓元KRW/USD,740
1982-08-01,韓元KRW/USD,741.7
1982-09-01,韓元KRW/USD,742.2
1982-10-01,韓元KRW/USD,743.4
1982-11-01,韓元KRW/USD,745.1
1982-12-01,韓元KRW/USD,745.6
1983-01-01,韓元KRW/USD,749.9
1983-02-01,韓元KRW/USD,752.2
1983-03-01,韓元KRW/USD,758.2
1983-04-01,韓元KRW/USD,765.3
1983-05-01,韓元KRW/USD,768.1
1983-06-01,韓元KRW/USD,775.3
1983-07-01,韓元KRW/USD,779.4
1983-08-01,韓元KRW/USD,786.5
1983-09-01,韓元KRW/USD,789.8
1983-10-01,韓元KRW/USD,790.4
1983-11-01,韓元KRW/USD,795.7
1983-12-01,韓元KRW/USD,798.2
1984-01-01,韓元KRW/USD,798.3
1984-02-01,韓元KRW/USD,796.4
1984-03-01,韓元KRW/USD,792.5
1984-04-01,韓元KRW/USD,794.6
1984-05-01,韓元KRW/USD,799.6
1984-06-01,韓元KRW/USD,800.3
1984-07-01,韓元KRW/USD,808.8
1984-08-01,韓元KRW/USD,809.2
1984-09-01,韓元KRW/USD,813.5
1984-10-01,韓元KRW/USD,818.2
1984-11-01,韓元KRW/USD,816.6
1984-12-01,韓元KRW/USD,823.7
1985-01-01,韓元KRW/USD,830.3
1985-02-01,韓元KRW/USD,836.9
1985-03-01,韓元KRW/USD,849
1985-04-01,韓元KRW/USD,859.3
1985-05-01,韓元KRW/USD,868.9
1985-06-01,韓元KRW/USD,872.9
1985-07-01,韓元KRW/USD,874.3
1985-08-01,韓元KRW/USD,882.9
1985-09-01,韓元KRW/USD,891.6
1985-10-01,韓元KRW/USD,892.2
1985-11-01,韓元KRW/USD,891
1985-12-01,韓元KRW/USD,890.9
1986-01-01,韓元KRW/USD,890.5
1986-02-01,韓元KRW/USD,886.4
1986-03-01,韓元KRW/USD,884.4
1986-04-01,韓元KRW/USD,885.6
1986-05-01,韓元KRW/USD,887.2
1986-06-01,韓元KRW/USD,888.3
1986-07-01,韓元KRW/USD,885.1
1986-08-01,韓元KRW/USD,882.4
1986-09-01,韓元KRW/USD,879.1
1986-10-01,韓元KRW/USD,874.6
1986-11-01,韓元KRW/USD,869.4
1986-12-01,韓元KRW/USD,864.5
1987-01-01,韓元KRW/USD,858.8
1987-02-01,韓元KRW/USD,856.3
1987-03-01,韓元KRW/USD,852
1987-04-01,韓元KRW/USD,840.9
1987-05-01,韓元KRW/USD,828.2
1987-06-01,韓元KRW/USD,814.3
1987-07-01,韓元KRW/USD,808.1
1987-08-01,韓元KRW/USD,808.1
1987-09-01,韓元KRW/USD,806.4
1987-10-01,韓元KRW/USD,804.5
1987-11-01,韓元KRW/USD,798.5
1987-12-01,韓元KRW/USD,794.7
1988-01-01,韓元KRW/USD,787.5
1988-02-01,韓元KRW/USD,773.4
1988-03-01,韓元KRW/USD,753.5
1988-04-01,韓元KRW/USD,741.8
1988-05-01,韓元KRW/USD,735.7
1988-06-01,韓元KRW/USD,729.5
1988-07-01,韓元KRW/USD,725.8
1988-08-01,韓元KRW/USD,722.8
1988-09-01,韓元KRW/USD,720.3
1988-10-01,韓元KRW/USD,709.4
1988-11-01,韓元KRW/USD,693
1988-12-01,韓元KRW/USD,685
1989-01-01,韓元KRW/USD,682.4
1989-02-01,韓元KRW/USD,677
1989-03-01,韓元KRW/USD,673
1989-04-01,韓元KRW/USD,667.4
1989-05-01,韓元KRW/USD,666.6
1989-06-01,韓元KRW/USD,666.7
1989-07-01,韓元KRW/USD,667.3
1989-08-01,韓元KRW/USD,668.4
1989-09-01,韓元KRW/USD,670
1989-10-01,韓元KRW/USD,671.3
1989-11-01,韓元KRW/USD,672.3
1989-12-01,韓元KRW/USD,675.2
1990-01-01,韓元KRW/USD,683.4
1990-02-01,韓元KRW/USD,689.9
1990-03-01,韓元KRW/USD,697.8
1990-04-01,韓元KRW/USD,706
1990-05-01,韓元KRW/USD,709.2
1990-06-01,韓元KRW/USD,715.3
1990-07-01,韓元KRW/USD,715.9
1990-08-01,韓元KRW/USD,715.5
1990-09-01,韓元KRW/USD,715
1990-10-01,韓元KRW/USD,715
1990-11-01,韓元KRW/USD,714.3
1990-12-01,韓元KRW/USD,715.8
1991-01-01,韓元KRW/USD,718.1
1991-02-01,韓元KRW/USD,721.6
1991-03-01,韓元KRW/USD,725.1
1991-04-01,韓元KRW/USD,725.5
1991-05-01,韓元KRW/USD,725.1
1991-06-01,韓元KRW/USD,725.4
1991-07-01,韓元KRW/USD,729
1991-08-01,韓元KRW/USD,731.1
1991-09-01,韓元KRW/USD,739.7
1991-10-01,韓元KRW/USD,749.3
1991-11-01,韓元KRW/USD,753.1
1991-12-01,韓元KRW/USD,757.3
1992-01-01,韓元KRW/USD,762.7
1992-02-01,韓元KRW/USD,765.7
1992-03-01,韓元KRW/USD,771.1
1992-04-01,韓元KRW/USD,778.3
1992-05-01,韓元KRW/USD,782.8
1992-06-01,韓元KRW/USD,789.1
1992-07-01,韓元KRW/USD,787.2
1992-08-01,韓元KRW/USD,789.2
1992-09-01,韓元KRW/USD,785.6
1992-10-01,韓元KRW/USD,783.6
1992-11-01,韓元KRW/USD,784
1992-12-01,韓元KRW/USD,788.6
1993-01-01,韓元KRW/USD,792
1993-02-01,韓元KRW/USD,796.6
1993-03-01,韓元KRW/USD,793.3
1993-04-01,韓元KRW/USD,795.8
1993-05-01,韓元KRW/USD,800
1993-06-01,韓元KRW/USD,802.7
1993-07-01,韓元KRW/USD,806.2
1993-08-01,韓元KRW/USD,810.2
1993-09-01,韓元KRW/USD,808.6
1993-10-01,韓元KRW/USD,810.3
1993-11-01,韓元KRW/USD,807.1
1993-12-01,韓元KRW/USD,809.4
1994-01-01,韓元KRW/USD,810.5
1994-02-01,韓元KRW/USD,805.1
1994-03-01,韓元KRW/USD,807.7
1994-04-01,韓元KRW/USD,808.5
1994-05-01,韓元KRW/USD,806.5
1994-06-01,韓元KRW/USD,806.6
1994-07-01,韓元KRW/USD,805.1
1994-08-01,韓元KRW/USD,803.4
1994-09-01,韓元KRW/USD,800.7
1994-10-01,韓元KRW/USD,798.8
1994-11-01,韓元KRW/USD,796.3
1994-12-01,韓元KRW/USD,791.9
1995-01-01,韓元KRW/USD,790.5
1995-02-01,韓元KRW/USD,790.9
1995-03-01,韓元KRW/USD,778.7
1995-04-01,韓元KRW/USD,761.4
1995-05-01,韓元KRW/USD,761.4
1995-06-01,韓元KRW/USD,761
1995-07-01,韓元KRW/USD,757
1995-08-01,韓元KRW/USD,798
1995-09-01,韓元KRW/USD,772.4
1995-10-01,韓元KRW/USD,767.4
1995-11-01,韓元KRW/USD,769.4
1995-12-01,韓元KRW/USD,771.1
1996-01-01,韓元KRW/USD,787.3
1996-02-01,韓元KRW/USD,780.3
1996-03-01,韓元KRW/USD,781.3
1996-04-01,韓元KRW/USD,780.4
1996-05-01,韓元KRW/USD,780.2
1996-06-01,韓元KRW/USD,798
1996-07-01,韓元KRW/USD,812.8
1996-08-01,韓元KRW/USD,816.8
1996-09-01,韓元KRW/USD,821.8
1996-10-01,韓元KRW/USD,827.6
1996-11-01,韓元KRW/USD,828.1
1996-12-01,韓元KRW/USD,839
1997-01-01,韓元KRW/USD,849.9
1997-02-01,韓元KRW/USD,866.9
1997-03-01,韓元KRW/USD,896.2
1997-04-01,韓元KRW/USD,893.6
1997-05-01,韓元KRW/USD,892.1
1997-06-01,韓元KRW/USD,889.5
1997-07-01,韓元KRW/USD,890.5
1997-08-01,韓元KRW/USD,895.9
1997-09-01,韓元KRW/USD,909.5
1997-10-01,韓元KRW/USD,921.9
1997-11-01,韓元KRW/USD,1025.6
1997-12-01,韓元KRW/USD,1484.1
1998-01-01,韓元KRW/USD,1701.5
1998-02-01,韓元KRW/USD,1626.8
1998-03-01,韓元KRW/USD,1488.9
1998-04-01,韓元KRW/USD,1388.3
1998-05-01,韓元KRW/USD,1400.1
1998-06-01,韓元KRW/USD,1395.3
1998-07-01,韓元KRW/USD,1293.7
1998-08-01,韓元KRW/USD,1312.1
1998-09-01,韓元KRW/USD,1372.6
1998-10-01,韓元KRW/USD,1336.2
1998-11-01,韓元KRW/USD,1290.2
1998-12-01,韓元KRW/USD,1211.5
1999-01-01,韓元KRW/USD,1174
1999-02-01,韓元KRW/USD,1189.1
1999-03-01,韓元KRW/USD,1228.8
1999-04-01,韓元KRW/USD,1205.8
1999-05-01,韓元KRW/USD,1196.8
1999-06-01,韓元KRW/USD,1168.5
1999-07-01,韓元KRW/USD,1187.6
1999-08-01,韓元KRW/USD,1198
1999-09-01,韓元KRW/USD,1199.1
1999-10-01,韓元KRW/USD,1205.2
1999-11-01,韓元KRW/USD,1176
1999-12-01,韓元KRW/USD,1137.1
2000-01-01,韓元KRW/USD,1130.3
2000-02-01,韓元KRW/USD,1129.3
2000-03-01,韓元KRW/USD,1115.8
2000-04-01,韓元KRW/USD,1110
2000-05-01,韓元KRW/USD,1121.4
2000-06-01,韓元KRW/USD,1117.7
2000-07-01,韓元KRW/USD,1115
2000-08-01,韓元KRW/USD,1114.1
2000-09-01,韓元KRW/USD,1117.1
2000-10-01,韓元KRW/USD,1128.9
2000-11-01,韓元KRW/USD,1155.9
2000-12-01,韓元KRW/USD,1216.2
2001-01-01,韓元KRW/USD,1271.9
2001-02-01,韓元KRW/USD,1252.1
2001-03-01,韓元KRW/USD,1291.5
2001-04-01,韓元KRW/USD,1325.4
2001-05-01,韓元KRW/USD,1296.8
2001-06-01,韓元KRW/USD,1294.7
2001-07-01,韓元KRW/USD,1302.7
2001-08-01,韓元KRW/USD,1284.9
2001-09-01,韓元KRW/USD,1295.3
2001-10-01,韓元KRW/USD,1302.6
2001-11-01,韓元KRW/USD,1282.2
2001-12-01,韓元KRW/USD,1291.9
2002-01-01,韓元KRW/USD,1317
2002-02-01,韓元KRW/USD,1319.9
2002-03-01,韓元KRW/USD,1322.7
2002-04-01,韓元KRW/USD,1317.5
2002-05-01,韓元KRW/USD,1261.5
2002-06-01,韓元KRW/USD,1222.1
2002-07-01,韓元KRW/USD,1185
2002-08-01,韓元KRW/USD,1197.7
2002-09-01,韓元KRW/USD,1210.3
2002-10-01,韓元KRW/USD,1240.7
2002-11-01,韓元KRW/USD,1211.4
2002-12-01,韓元KRW/USD,1207.4
2003-01-01,韓元KRW/USD,1178.4
2003-02-01,韓元KRW/USD,1192
2003-03-01,韓元KRW/USD,1236.7
2003-04-01,韓元KRW/USD,1230.5
2003-05-01,韓元KRW/USD,1199.7
2003-06-01,韓元KRW/USD,1193.5
2003-07-01,韓元KRW/USD,1180.4
2003-08-01,韓元KRW/USD,1178.4
2003-09-01,韓元KRW/USD,1164.1
2003-10-01,韓元KRW/USD,1167.9
2003-11-01,韓元KRW/USD,1186
2003-12-01,韓元KRW/USD,1191.9
2004-01-01,韓元KRW/USD,1182.2
2004-02-01,韓元KRW/USD,1166.2
2004-03-01,韓元KRW/USD,1165.1
2004-04-01,韓元KRW/USD,1152
2004-05-01,韓元KRW/USD,1176.2
2004-06-01,韓元KRW/USD,1158.6
2004-07-01,韓元KRW/USD,1158.2
2004-08-01,韓元KRW/USD,1158.1
2004-09-01,韓元KRW/USD,1147.8
2004-10-01,韓元KRW/USD,1142
2004-11-01,韓元KRW/USD,1086.6
2004-12-01,韓元KRW/USD,1050.8
2005-01-01,韓元KRW/USD,1038.1
2005-02-01,韓元KRW/USD,1020.5
2005-03-01,韓元KRW/USD,1008
2005-04-01,韓元KRW/USD,1009.7
2005-05-01,韓元KRW/USD,1002.4
2005-06-01,韓元KRW/USD,1012.2
2005-07-01,韓元KRW/USD,1037.5
2005-08-01,韓元KRW/USD,1021.5
2005-09-01,韓元KRW/USD,1029.5
2005-10-01,韓元KRW/USD,1046.2
2005-11-01,韓元KRW/USD,1040.6
2005-12-01,韓元KRW/USD,1023.1
2006-01-01,韓元KRW/USD,983.8
2006-02-01,韓元KRW/USD,970
2006-03-01,韓元KRW/USD,975.3
2006-04-01,韓元KRW/USD,952.9
2006-05-01,韓元KRW/USD,941.2
2006-06-01,韓元KRW/USD,955.2
2006-07-01,韓元KRW/USD,950.6
2006-08-01,韓元KRW/USD,961
2006-09-01,韓元KRW/USD,952.8
2006-10-01,韓元KRW/USD,954.2
2006-11-01,韓元KRW/USD,935.5
2006-12-01,韓元KRW/USD,925.1
2007-01-01,韓元KRW/USD,936.9
2007-02-01,韓元KRW/USD,937.2
2007-03-01,韓元KRW/USD,943.2
2007-04-01,韓元KRW/USD,931
2007-05-01,韓元KRW/USD,927.4
2007-06-01,韓元KRW/USD,927.5
2007-07-01,韓元KRW/USD,918.5
2007-08-01,韓元KRW/USD,934.9
2007-09-01,韓元KRW/USD,930.9
2007-10-01,韓元KRW/USD,914.8
2007-11-01,韓元KRW/USD,918.1
2007-12-01,韓元KRW/USD,930.8
2008-01-01,韓元KRW/USD,942.7
2008-02-01,韓元KRW/USD,944.4
2008-03-01,韓元KRW/USD,982.5
2008-04-01,韓元KRW/USD,987.2
2008-05-01,韓元KRW/USD,1038.2
2008-06-01,韓元KRW/USD,1031.1
2008-07-01,韓元KRW/USD,1018.2
2008-08-01,韓元KRW/USD,1047.1
2008-09-01,韓元KRW/USD,1136.6
2008-10-01,韓元KRW/USD,1326.9
2008-11-01,韓元KRW/USD,1400.8
