期間,幣別,匯率
2013-06-01,歐元EUR/USD,80.47615437106678
2013-07-01,歐元EUR/USD,81.14678899082568
2013-08-01,歐元EUR/USD,79.74455296769347
2013-09-01,歐元EUR/USD,79.51753071621216
2013-10-01,歐元EUR/USD,77.84378437843785
2013-11-01,歐元EUR/USD,78.6630104498629
2013-12-01,歐元EUR/USD,77.45183887915937
2014-01-01,歐元EUR/USD,77.98677443056576
2014-02-01,歐元EUR/USD,77.70700636942675
2014-03-01,歐元EUR/USD,76.78506836432032
2014-04-01,歐元EUR/USD,76.84065735177008
2014-05-01,歐元EUR/USD,77.29391203029421
2014-06-01,歐元EUR/USD,78.09005297233666
2014-07-01,歐元EUR/USD,78.39574562375358
2014-08-01,歐元EUR/USD,79.70862120756983
2014-09-01,歐元EUR/USD,82.27269203937678
2014-10-01,歐元EUR/USD,83.7528604118993
2014-11-01,歐元EUR/USD,85.10262989095573
2014-12-01,歐元EUR/USD,86.07574405968695
2015-01-01,歐元EUR/USD,91.33465278375354
2015-02-01,歐元EUR/USD,93.51541850220264
2015-03-01,歐元EUR/USD,97.93319800701235
2015-04-01,歐元EUR/USD,98.46924575563595
2015-05-01,歐元EUR/USD,95.19282511210763
2015-06-01,歐元EUR/USD,94.65798626594132
2015-07-01,歐元EUR/USD,96.52600945798473
2015-08-01,歐元EUR/USD,95.28683005655803
2015-09-01,歐元EUR/USD,94.59049995544068
2015-10-01,歐元EUR/USD,94.47263017356475
2015-11-01,歐元EUR/USD,98.86363636363635
2015-12-01,歐元EUR/USD,97.58205387514941
2016-01-01,歐元EUR/USD,97.73480662983425
2016-02-01,歐元EUR/USD,95.68196159740377
2016-03-01,歐元EUR/USD,95.62162162162161
2016-04-01,歐元EUR/USD,93.60613810741688
2016-05-01,歐元EUR/USD,93.83785695340818
2016-06-01,歐元EUR/USD,94.52310980496928
2016-07-01,歐元EUR/USD,95.88942090523082
2016-08-01,歐元EUR/USD,94.66642882625759
2016-09-01,歐元EUR/USD,94.66642882625759
2016-10-01,歐元EUR/USD,96.26337747143116
2016-11-01,歐元EUR/USD,98.28687841466801
2016-12-01,歐元EUR/USD,100.67343260931423
2017-01-01,歐元EUR/USD,100
2017-02-01,歐元EUR/USD,99.72752043596729
2017-03-01,歐元EUR/USD,99.3355170800187
2017-04-01,歐元EUR/USD,98.98349342534738
2017-05-01,歐元EUR/USD,96.05429864253394
2017-06-01,歐元EUR/USD,94.52310980496928
2017-07-01,歐元EUR/USD,92.15141517624588
2017-08-01,歐元EUR/USD,89.90343892935795
2017-09-01,歐元EUR/USD,89.08846734933691
2017-10-01,歐元EUR/USD,90.28581150051038
2017-11-01,歐元EUR/USD,90.52452025586352
2017-12-01,歐元EUR/USD,89.6755660696181
2018-01-01,歐元EUR/USD,87.04280793833033
2018-02-01,歐元EUR/USD,85.98509397278029
2018-03-01,歐元EUR/USD,86.0408560311284
2018-04-01,歐元EUR/USD,86.4613880742913
2018-05-01,歐元EUR/USD,90.88885083062166
2018-06-01,歐元EUR/USD,90.88885083062166
2018-07-01,歐元EUR/USD,90.81108829568788
2018-08-01,歐元EUR/USD,91.91201939729822
2018-09-01,歐元EUR/USD,91.05258642875526
1960-01-01,韓元KRW/USD,4.2294028083234645
1960-02-01,韓元KRW/USD,4.863813229571985
1960-03-01,韓元KRW/USD,5.498223650820504
1960-04-01,韓元KRW/USD,5.498223650820504
1960-05-01,韓元KRW/USD,5.498223650820504
1960-06-01,韓元KRW/USD,5.498223650820504
1960-07-01,韓元KRW/USD,5.498223650820504
1960-08-01,韓元KRW/USD,5.498223650820504
1960-09-01,韓元KRW/USD,5.498223650820504
1960-10-01,韓元KRW/USD,5.498223650820504
1960-11-01,韓元KRW/USD,5.498223650820504
1960-12-01,韓元KRW/USD,5.498223650820504
1961-01-01,韓元KRW/USD,6.978514633733717
1961-02-01,韓元KRW/USD,9.72762645914397
1961-03-01,韓元KRW/USD,10.996447301641007
1961-04-01,韓元KRW/USD,10.996447301641007
1961-05-01,韓元KRW/USD,10.996447301641007
1961-06-01,韓元KRW/USD,10.996447301641007
1961-07-01,韓元KRW/USD,10.996447301641007
1961-08-01,韓元KRW/USD,10.996447301641007
1961-09-01,韓元KRW/USD,10.996447301641007
1961-10-01,韓元KRW/USD,10.996447301641007
1961-11-01,韓元KRW/USD,10.996447301641007
1961-12-01,韓元KRW/USD,10.996447301641007
1962-01-01,韓元KRW/USD,10.996447301641007
1962-02-01,韓元KRW/USD,10.996447301641007
1962-03-01,韓元KRW/USD,10.996447301641007
1962-04-01,韓元KRW/USD,10.996447301641007
1962-05-01,韓元KRW/USD,10.996447301641007
1962-06-01,韓元KRW/USD,10.996447301641007
1962-07-01,韓元KRW/USD,10.996447301641007
1962-08-01,韓元KRW/USD,10.996447301641007
1962-09-01,韓元KRW/USD,10.996447301641007
1962-10-01,韓元KRW/USD,10.996447301641007
1962-11-01,韓元KRW/USD,10.996447301641007
1962-12-01,韓元KRW/USD,10.996447301641007
1963-01-01,韓元KRW/USD,10.996447301641007
1963-02-01,韓元KRW/USD,10.996447301641007
1963-03-01,韓元KRW/USD,10.996447301641007
1963-04-01,韓元KRW/USD,10.996447301641007
1963-05-01,韓元KRW/USD,10.996447301641007
1963-06-01,韓元KRW/USD,10.996447301641007
1963-07-01,韓元KRW/USD,10.996447301641007
1963-08-01,韓元KRW/USD,10.996447301641007
1963-09-01,韓元KRW/USD,10.996447301641007
1963-10-01,韓元KRW/USD,10.996447301641007
1963-11-01,韓元KRW/USD,10.996447301641007
1963-12-01,韓元KRW/USD,10.996447301641007
1964-01-01,韓元KRW/USD,10.996447301641007
1964-02-01,韓元KRW/USD,10.996447301641007
1964-03-01,韓元KRW/USD,10.996447301641007
1964-04-01,韓元KRW/USD,10.996447301641007
1964-05-01,韓元KRW/USD,21.637624767382846
1964-06-01,韓元KRW/USD,21.637624767382846
1964-07-01,韓元KRW/USD,21.637624767382846
1964-08-01,韓元KRW/USD,21.637624767382846
1964-09-01,韓元KRW/USD,21.637624767382846
1964-10-01,韓元KRW/USD,21.637624767382846
1964-11-01,韓元KRW/USD,21.637624767382846
1964-12-01,韓元KRW/USD,21.637624767382846
1965-01-01,韓元KRW/USD,21.637624767382846
1965-02-01,韓元KRW/USD,21.637624767382846
1965-03-01,韓元KRW/USD,22.03518863136525
1965-04-01,韓元KRW/USD,21.916765352732195
1965-05-01,韓元KRW/USD,22.50888174589748
1965-06-01,韓元KRW/USD,22.686516663847062
1965-07-01,韓元KRW/USD,22.982574860429704
1965-08-01,韓元KRW/USD,23.016410082896297
1965-09-01,韓元KRW/USD,23.016410082896297
1965-10-01,韓元KRW/USD,23.00795127727965
1965-11-01,韓元KRW/USD,22.991033666046352
1965-12-01,韓元KRW/USD,22.991033666046352
1966-01-01,韓元KRW/USD,22.991033666046352
1966-02-01,韓元KRW/USD,22.982574860429704
1966-03-01,韓元KRW/USD,22.991033666046352
1966-04-01,韓元KRW/USD,22.957198443579763
1966-05-01,韓元KRW/USD,22.94028083234647
1966-06-01,韓元KRW/USD,22.94028083234647
1966-07-01,韓元KRW/USD,22.94028083234647
1966-08-01,韓元KRW/USD,22.94028083234647
1966-09-01,韓元KRW/USD,22.94028083234647
1966-10-01,韓元KRW/USD,22.94028083234647
1966-11-01,韓元KRW/USD,22.94028083234647
1966-12-01,韓元KRW/USD,22.94028083234647
1967-01-01,韓元KRW/USD,22.872610387413296
1967-02-01,韓元KRW/USD,22.830316359330062
1967-03-01,韓元KRW/USD,22.830316359330062
1967-04-01,韓元KRW/USD,22.84723397056336
1967-05-01,韓元KRW/USD,22.85569277618
1967-06-01,韓元KRW/USD,22.84723397056336
1967-07-01,韓元KRW/USD,22.85569277618
1967-08-01,韓元KRW/USD,22.86415158179665
1967-09-01,韓元KRW/USD,22.872610387413296
1967-10-01,韓元KRW/USD,22.872610387413296
1967-11-01,韓元KRW/USD,22.872610387413296
1967-12-01,韓元KRW/USD,23.19404500084588
1968-01-01,韓元KRW/USD,23.227880223312468
1968-02-01,韓元KRW/USD,23.227880223312468
1968-03-01,韓元KRW/USD,23.236339028929113
1968-04-01,韓元KRW/USD,23.244797834545764
1968-05-01,韓元KRW/USD,23.244797834545764
1968-06-01,韓元KRW/USD,23.244797834545764
1968-07-01,韓元KRW/USD,23.244797834545764
1968-08-01,韓元KRW/USD,23.29555066824564
1968-09-01,韓元KRW/USD,23.523938419895114
1968-10-01,韓元KRW/USD,23.710032143461344
1968-11-01,韓元KRW/USD,23.811537810861104
1968-12-01,韓元KRW/USD,23.8284554220944
1969-01-01,韓元KRW/USD,23.819996616477752
1969-02-01,韓元KRW/USD,23.86229064456099
1969-03-01,韓元KRW/USD,23.913043478260867
1969-04-01,韓元KRW/USD,23.92996108949416
1969-05-01,韓元KRW/USD,24.065301979360513
1969-06-01,韓元KRW/USD,24.10759600744375
1969-07-01,韓元KRW/USD,24.141431229910335
1969-08-01,韓元KRW/USD,24.268313314160036
1969-09-01,韓元KRW/USD,24.3867365927931
1969-10-01,韓元KRW/USD,24.547453899509385
1969-11-01,韓元KRW/USD,25.706310268990016
1969-12-01,韓元KRW/USD,25.757063102689898
1970-01-01,韓元KRW/USD,25.790898325156487
1970-02-01,韓元KRW/USD,25.875486381322954
1970-03-01,韓元KRW/USD,25.934698020639484
1970-04-01,韓元KRW/USD,26.0277448824226
1970-05-01,韓元KRW/USD,26.120791744205718
1970-06-01,韓元KRW/USD,26.213838605988833
1970-07-01,韓元KRW/USD,26.340720690238534
1970-08-01,韓元KRW/USD,26.433767552021653
1970-09-01,韓元KRW/USD,26.509896802571475
1970-10-01,韓元KRW/USD,26.577567247504653
1970-11-01,韓元KRW/USD,26.66215530367112
1970-12-01,韓元KRW/USD,26.75520216545424
1971-01-01,韓元KRW/USD,26.87362544408729
1971-02-01,韓元KRW/USD,27.02588394518694
1971-03-01,韓元KRW/USD,27.18660125190323
1971-04-01,韓元KRW/USD,27.34731855861952
1971-05-01,韓元KRW/USD,27.550329893419047
1971-06-01,韓元KRW/USD,28.100152258501097
1971-07-01,韓元KRW/USD,31.365251226526812
1971-08-01,韓元KRW/USD,31.365251226526812
1971-09-01,韓元KRW/USD,31.365251226526812
1971-10-01,韓元KRW/USD,31.365251226526812
1971-11-01,韓元KRW/USD,31.365251226526812
1971-12-01,韓元KRW/USD,31.475215699543224
1972-01-01,韓元KRW/USD,31.69514464557604
1972-02-01,韓元KRW/USD,32.06733209270851
1972-03-01,韓元KRW/USD,32.53256640162409
1972-04-01,韓元KRW/USD,32.97242429368973
1972-05-01,韓元KRW/USD,33.37844696328878
1972-06-01,韓元KRW/USD,33.71679918795466
1972-07-01,韓元KRW/USD,33.784469632887834
1972-08-01,韓元KRW/USD,33.7590932160379
1972-09-01,韓元KRW/USD,33.73371679918795
1972-10-01,韓元KRW/USD,33.71679918795466
1972-11-01,韓元KRW/USD,33.725257993571304
1972-12-01,韓元KRW/USD,33.7421756048046
1973-01-01,韓元KRW/USD,33.7421756048046
1973-02-01,韓元KRW/USD,33.7421756048046
1973-03-01,韓元KRW/USD,33.7421756048046
1973-04-01,韓元KRW/USD,33.7421756048046
1973-05-01,韓元KRW/USD,33.7421756048046
1973-06-01,韓元KRW/USD,33.7421756048046
1973-07-01,韓元KRW/USD,33.725257993571304
1973-08-01,韓元KRW/USD,33.71679918795466
1973-09-01,韓元KRW/USD,33.649128743021485
1973-10-01,韓元KRW/USD,33.60683471493825
1973-11-01,韓元KRW/USD,33.58145829808831
1973-12-01,韓元KRW/USD,33.598375909321604
1974-01-01,韓元KRW/USD,33.649128743021485
1974-02-01,韓元KRW/USD,33.69142277110472
1974-03-01,韓元KRW/USD,33.725257993571304
1974-04-01,韓元KRW/USD,33.75063441042125
1974-05-01,韓元KRW/USD,33.75063441042125
1974-06-01,韓元KRW/USD,33.75063441042125
1974-07-01,韓元KRW/USD,33.75063441042125
1974-08-01,韓元KRW/USD,33.75063441042125
1974-09-01,韓元KRW/USD,33.75063441042125
1974-10-01,韓元KRW/USD,33.75063441042125
1974-11-01,韓元KRW/USD,33.75063441042125
1974-12-01,韓元KRW/USD,39.502622229741156
1975-01-01,韓元KRW/USD,40.94061918457113
1975-02-01,韓元KRW/USD,40.94061918457113
1975-03-01,韓元KRW/USD,40.94061918457113
1975-04-01,韓元KRW/USD,40.94061918457113
1975-05-01,韓元KRW/USD,40.94061918457113
1975-06-01,韓元KRW/USD,40.94061918457113
1975-07-01,韓元KRW/USD,40.94061918457113
1975-08-01,韓元KRW/USD,40.94061918457113
1975-09-01,韓元KRW/USD,40.94061918457113
1975-10-01,韓元KRW/USD,40.94061918457113
1975-11-01,韓元KRW/USD,40.94061918457113
1975-12-01,韓元KRW/USD,40.94061918457113
1976-01-01,韓元KRW/USD,40.94061918457113
1976-02-01,韓元KRW/USD,40.94061918457113
1976-03-01,韓元KRW/USD,40.94061918457113
1976-04-01,韓元KRW/USD,40.94061918457113
1976-05-01,韓元KRW/USD,40.94061918457113
1976-06-01,韓元KRW/USD,40.94061918457113
1976-07-01,韓元KRW/USD,40.94061918457113
1976-08-01,韓元KRW/USD,40.94061918457113
1976-09-01,韓元KRW/USD,40.94061918457113
1976-10-01,韓元KRW/USD,40.94061918457113
1976-11-01,韓元KRW/USD,40.94061918457113
1976-12-01,韓元KRW/USD,40.94061918457113
1977-01-01,韓元KRW/USD,40.94061918457113
1977-02-01,韓元KRW/USD,40.94061918457113
1977-03-01,韓元KRW/USD,40.94061918457113
1977-04-01,韓元KRW/USD,40.94061918457113
1977-05-01,韓元KRW/USD,40.94061918457113
1977-06-01,韓元KRW/USD,40.94061918457113
1977-07-01,韓元KRW/USD,40.94061918457113
1977-08-01,韓元KRW/USD,40.94061918457113
1977-09-01,韓元KRW/USD,40.94061918457113
1977-10-01,韓元KRW/USD,40.94061918457113
1977-11-01,韓元KRW/USD,40.94061918457113
1977-12-01,韓元KRW/USD,40.94061918457113
1978-01-01,韓元KRW/USD,40.94061918457113
1978-02-01,韓元KRW/USD,40.94061918457113
1978-03-01,韓元KRW/USD,40.94061918457113
1978-04-01,韓元KRW/USD,40.94061918457113
1978-05-01,韓元KRW/USD,40.94061918457113
1978-06-01,韓元KRW/USD,40.94061918457113
1978-07-01,韓元KRW/USD,40.94061918457113
1978-08-01,韓元KRW/USD,40.94061918457113
1978-09-01,韓元KRW/USD,40.94061918457113
1978-10-01,韓元KRW/USD,40.94061918457113
1978-11-01,韓元KRW/USD,40.94061918457113
1978-12-01,韓元KRW/USD,40.94061918457113
1979-01-01,韓元KRW/USD,40.94061918457113
1979-02-01,韓元KRW/USD,40.94061918457113
1979-03-01,韓元KRW/USD,40.94061918457113
1979-04-01,韓元KRW/USD,40.94061918457113
1979-05-01,韓元KRW/USD,40.94061918457113
1979-06-01,韓元KRW/USD,40.94061918457113
1979-07-01,韓元KRW/USD,40.94061918457113
1979-08-01,韓元KRW/USD,40.94061918457113
1979-09-01,韓元KRW/USD,40.94061918457113
1979-10-01,韓元KRW/USD,40.94061918457113
1979-11-01,韓元KRW/USD,40.94061918457113
1979-12-01,韓元KRW/USD,40.94061918457113
1980-01-01,韓元KRW/USD,46.48113686347487
1980-02-01,韓元KRW/USD,49.06953138216883
1980-03-01,韓元KRW/USD,49.357130773134834
1980-04-01,韓元KRW/USD,49.88157672136694
1980-05-01,韓元KRW/USD,50.21147014041617
1980-06-01,韓元KRW/USD,50.6682456437151
1980-07-01,韓元KRW/USD,51.209609203180506
1980-08-01,韓元KRW/USD,52.09778379292843
1980-09-01,韓元KRW/USD,52.33463035019456
1980-10-01,韓元KRW/USD,53.94180341735747
1980-11-01,韓元KRW/USD,55.523600067670444
1980-12-01,韓元KRW/USD,55.81965826425308
1981-01-01,韓元KRW/USD,56.01421079343597
1981-02-01,韓元KRW/USD,56.47944510235155
1981-03-01,韓元KRW/USD,56.809338521400775
1981-04-01,韓元KRW/USD,57.22381999661648
1981-05-01,韓元KRW/USD,57.6975131111487
1981-06-01,韓元KRW/USD,57.87514802909829
1981-07-01,韓元KRW/USD,58.035865335814584
1981-08-01,韓元KRW/USD,58.07815936389782
1981-09-01,韓元KRW/USD,57.94281847403147
1981-10-01,韓元KRW/USD,58.06970055828117
1981-11-01,韓元KRW/USD,58.20504144814752
1981-12-01,韓元KRW/USD,58.84791067501269
1982-01-01,韓元KRW/USD,59.67687362544408
1982-02-01,韓元KRW/USD,60.040602266959894
1982-03-01,韓元KRW/USD,60.4720013534089
1982-04-01,韓元KRW/USD,60.97952969040771
1982-05-01,韓元KRW/USD,61.368634748773474
1982-06-01,韓元KRW/USD,62.45982067332092
1982-07-01,韓元KRW/USD,62.595161563187276
1982-08-01,韓元KRW/USD,62.73896125867028
1982-09-01,韓元KRW/USD,62.78125528675351
1982-10-01,韓元KRW/USD,62.88276095415327
1982-11-01,韓元KRW/USD,63.026560649636274
1982-12-01,韓元KRW/USD,63.06885467771951
1983-01-01,韓元KRW/USD,63.43258331923533
1983-02-01,韓元KRW/USD,63.627135848418206
1983-03-01,韓元KRW/USD,64.13466418541702
1983-04-01,韓元KRW/USD,64.73523938419893
1983-05-01,韓元KRW/USD,64.97208594146507
1983-06-01,韓元KRW/USD,65.58111994586365
1983-07-01,韓元KRW/USD,65.92793097614617
1983-08-01,韓元KRW/USD,66.5285061749281
1983-09-01,韓元KRW/USD,66.80764676027744
1983-10-01,韓元KRW/USD,66.85839959397732
1983-11-01,韓元KRW/USD,67.30671629165961
1983-12-01,韓元KRW/USD,67.5181864320758
1984-01-01,韓元KRW/USD,67.52664523769243
1984-02-01,韓元KRW/USD,67.36592793097614
1984-03-01,韓元KRW/USD,67.03603451192691
1984-04-01,韓元KRW/USD,67.2136694298765
1984-05-01,韓元KRW/USD,67.63660971070885
1984-06-01,韓元KRW/USD,67.69582135002537
1984-07-01,韓元KRW/USD,68.41481982744035
1984-08-01,韓元KRW/USD,68.44865504990696
1984-09-01,韓元KRW/USD,68.81238369142278
1984-10-01,韓元KRW/USD,69.20994755540518
1984-11-01,韓元KRW/USD,69.07460666553882
1984-12-01,韓元KRW/USD,69.67518186432076
1985-01-01,韓元KRW/USD,70.23346303501945
1985-02-01,韓元KRW/USD,70.79174420571815
1985-03-01,韓元KRW/USD,71.81525968533244
1985-04-01,韓元KRW/USD,72.68651666384706
1985-05-01,韓元KRW/USD,73.49856200304517
1985-06-01,韓元KRW/USD,73.83691422771105
1985-07-01,韓元KRW/USD,73.9553375063441
1985-08-01,韓元KRW/USD,74.68279478937573
1985-09-01,韓元KRW/USD,75.41871087802402
1985-10-01,韓元KRW/USD,75.4694637117239
1985-11-01,韓元KRW/USD,75.36795804432414
1985-12-01,韓元KRW/USD,75.3594992387075
1986-01-01,韓元KRW/USD,75.3256640162409
1986-02-01,韓元KRW/USD,74.97885298595838
1986-03-01,韓元KRW/USD,74.80967687362543
1986-04-01,韓元KRW/USD,74.9111825410252
1986-05-01,韓元KRW/USD,75.04652343089155
1986-06-01,韓元KRW/USD,75.13957029267466
1986-07-01,韓元KRW/USD,74.86888851294196
1986-08-01,韓元KRW/USD,74.6405007612925
1986-09-01,韓元KRW/USD,74.36136017594316
1986-10-01,韓元KRW/USD,73.98071392319405
1986-11-01,韓元KRW/USD,73.5408560311284
1986-12-01,韓元KRW/USD,73.1263745559127
1987-01-01,韓元KRW/USD,72.64422263576382
1987-02-01,韓元KRW/USD,72.43275249534766
1987-03-01,韓元KRW/USD,72.06902385383184
1987-04-01,韓元KRW/USD,71.13009643038403
1987-05-01,韓元KRW/USD,70.05582811706988
1987-06-01,韓元KRW/USD,68.88005413635594
1987-07-01,韓元KRW/USD,68.35560818812384
1987-08-01,韓元KRW/USD,68.35560818812384
1987-09-01,韓元KRW/USD,68.21180849264084
1987-10-01,韓元KRW/USD,68.05109118592453
1987-11-01,韓元KRW/USD,67.54356284892573
1987-12-01,韓元KRW/USD,67.22212823549314
1988-01-01,韓元KRW/USD,66.61309423109458
1988-02-01,韓元KRW/USD,65.42040263914734
1988-03-01,韓元KRW/USD,63.73710032143462
1988-04-01,韓元KRW/USD,62.74742006428692
1988-05-01,韓元KRW/USD,62.231432921671455
1988-06-01,韓元KRW/USD,61.70698697343935
1988-07-01,韓元KRW/USD,61.39401116562341
1988-08-01,韓元KRW/USD,61.140246997124
1988-09-01,韓元KRW/USD,60.92877685670782
1988-10-01,韓元KRW/USD,60.006767044493316
1988-11-01,韓元KRW/USD,58.61952292336322
1988-12-01,韓元KRW/USD,57.94281847403147
1989-01-01,韓元KRW/USD,57.722889527998646
1989-02-01,韓元KRW/USD,57.26611402469971
1989-03-01,韓元KRW/USD,56.927761800033835
1989-04-01,韓元KRW/USD,56.4540686855016
1989-05-01,韓元KRW/USD,56.38639824056844
1989-06-01,韓元KRW/USD,56.394857046185074
1989-07-01,韓元KRW/USD,56.44560987988495
1989-08-01,韓元KRW/USD,56.53865674166807
1989-09-01,韓元KRW/USD,56.67399763153442
1989-10-01,韓元KRW/USD,56.78396210455083
1989-11-01,韓元KRW/USD,56.868550160717305
1989-12-01,韓元KRW/USD,57.113855523600066
1990-01-01,韓元KRW/USD,57.80747758416511
1990-02-01,韓元KRW/USD,58.357299949247164
1990-03-01,韓元KRW/USD,59.02554559296227
1990-04-01,韓元KRW/USD,59.719167653527315
1990-05-01,韓元KRW/USD,59.98984943326002
1990-06-01,韓元KRW/USD,60.505836575875485
1990-07-01,韓元KRW/USD,60.556589409575366
1990-08-01,韓元KRW/USD,60.522754187108774
1990-09-01,韓元KRW/USD,60.48046015902554
1990-10-01,韓元KRW/USD,60.48046015902554
1990-11-01,韓元KRW/USD,60.42124851970902
1990-12-01,韓元KRW/USD,60.54813060395872
1991-01-01,韓元KRW/USD,60.7426831331416
1991-02-01,韓元KRW/USD,61.038741329724246
1991-03-01,韓元KRW/USD,61.33479952630688
1991-04-01,韓元KRW/USD,61.368634748773474
1991-05-01,韓元KRW/USD,61.33479952630688
1991-06-01,韓元KRW/USD,61.360175943156825
1991-07-01,韓元KRW/USD,61.664692945356116
1991-08-01,韓元KRW/USD,61.8423278633057
1991-09-01,韓元KRW/USD,62.569785146337345
1991-10-01,韓元KRW/USD,63.38183048553544
1991-11-01,韓元KRW/USD,63.70326509896802
1991-12-01,韓元KRW/USD,64.0585349348672
1992-01-01,韓元KRW/USD,64.51531043816613
1992-02-01,韓元KRW/USD,64.76907460666554
1992-03-01,韓元KRW/USD,65.22585010996447
1992-04-01,韓元KRW/USD,65.83488411436305
1992-05-01,韓元KRW/USD,66.21553036711215
1992-06-01,韓元KRW/USD,66.74843512096092
1992-07-01,韓元KRW/USD,66.58771781424463
1992-08-01,韓元KRW/USD,66.75689392657756
1992-09-01,韓元KRW/USD,66.45237692437827
1992-10-01,韓元KRW/USD,66.28320081204534
1992-11-01,韓元KRW/USD,66.31703603451193
1992-12-01,韓元KRW/USD,66.70614109287769
1993-01-01,韓元KRW/USD,66.99374048384368
1993-02-01,韓元KRW/USD,67.38284554220944
1993-03-01,韓元KRW/USD,67.10370495686008
1993-04-01,韓元KRW/USD,67.31517509727625
1993-05-01,韓元KRW/USD,67.67044493317543
1993-06-01,韓元KRW/USD,67.89883268482491
1993-07-01,韓元KRW/USD,68.19489088140755
1993-08-01,韓元KRW/USD,68.53324310607343
1993-09-01,韓元KRW/USD,68.39790221620707
1993-10-01,韓元KRW/USD,68.54170191169007
1993-11-01,韓元KRW/USD,68.27102013195737
1993-12-01,韓元KRW/USD,68.46557266114024
1994-01-01,韓元KRW/USD,68.55861952292337
1994-02-01,韓元KRW/USD,68.10184401962442
1994-03-01,韓元KRW/USD,68.32177296565725
1994-04-01,韓元KRW/USD,68.38944341059042
1994-05-01,韓元KRW/USD,68.22026729825748
1994-06-01,韓元KRW/USD,68.22872610387414
1994-07-01,韓元KRW/USD,68.10184401962442
1994-08-01,韓元KRW/USD,67.95804432414143
1994-09-01,韓元KRW/USD,67.72965657249198
1994-10-01,韓元KRW/USD,67.56893926577567
1994-11-01,韓元KRW/USD,67.35746912535949
1994-12-01,韓元KRW/USD,66.98528167822703
1995-01-01,韓元KRW/USD,66.86685839959398
1995-02-01,韓元KRW/USD,66.90069362206056
1995-03-01,韓元KRW/USD,65.86871933682964
1995-04-01,韓元KRW/USD,64.40534596514972
1995-05-01,韓元KRW/USD,64.40534596514972
1995-06-01,韓元KRW/USD,64.37151074268314
1995-07-01,韓元KRW/USD,64.03315851801725
1995-08-01,韓元KRW/USD,67.5012688208425
1995-09-01,韓元KRW/USD,65.33581458298087
1995-10-01,韓元KRW/USD,64.91287430214854
1995-11-01,韓元KRW/USD,65.08205041448147
1995-12-01,韓元KRW/USD,65.22585010996447
1996-01-01,韓元KRW/USD,66.59617661986127
1996-02-01,韓元KRW/USD,66.00406022669598
1996-03-01,韓元KRW/USD,66.08864828286245
1996-04-01,韓元KRW/USD,66.01251903231264
1996-05-01,韓元KRW/USD,65.99560142107934
1996-06-01,韓元KRW/USD,67.5012688208425
1996-07-01,韓元KRW/USD,68.75317205210624
1996-08-01,韓元KRW/USD,69.0915242767721
1996-09-01,韓元KRW/USD,69.51446455760446
1996-10-01,韓元KRW/USD,70.00507528336999
1996-11-01,韓元KRW/USD,70.04736931145322
1996-12-01,韓元KRW/USD,70.96937912366774
1997-01-01,韓元KRW/USD,71.89138893588225
1997-02-01,韓元KRW/USD,73.32938589071223
1997-03-01,韓元KRW/USD,75.80781593638977
1997-04-01,韓元KRW/USD,75.58788699035695
1997-05-01,韓元KRW/USD,75.46100490610725
1997-06-01,韓元KRW/USD,75.24107596007443
1997-07-01,韓元KRW/USD,75.3256640162409
1997-08-01,韓元KRW/USD,75.78243951953984
1997-09-01,韓元KRW/USD,76.93283708340381
1997-10-01,韓元KRW/USD,77.98172897986804
1997-11-01,韓元KRW/USD,86.7535104043309
1997-12-01,韓元KRW/USD,125.53713415665706
1998-01-01,韓元KRW/USD,143.9265775672475
1998-02-01,韓元KRW/USD,137.60784977161225
1998-03-01,韓元KRW/USD,125.94315682625614
1998-04-01,韓元KRW/USD,117.43359837590933
1998-05-01,韓元KRW/USD,118.43173743867365
1998-06-01,韓元KRW/USD,118.0257147690746
1998-07-01,韓元KRW/USD,109.43156826256133
1998-08-01,韓元KRW/USD,110.98798849602436
1998-09-01,韓元KRW/USD,116.10556589409575
1998-10-01,韓元KRW/USD,113.02656064963628
1998-11-01,韓元KRW/USD,109.13551006597868
1998-12-01,韓元KRW/USD,102.47843004567754
1999-01-01,韓元KRW/USD,99.30637793943495
1999-02-01,韓元KRW/USD,100.58365758754863
1999-03-01,韓元KRW/USD,103.94180341735746
1999-04-01,韓元KRW/USD,101.99627812552868
1999-05-01,韓元KRW/USD,101.23498562003044
1999-06-01,韓元KRW/USD,98.84114363051937
1999-07-01,韓元KRW/USD,100.45677550329893
1999-08-01,韓元KRW/USD,101.3364912874302
1999-09-01,韓元KRW/USD,101.42953814921331
1999-10-01,韓元KRW/USD,101.94552529182879
1999-11-01,韓元KRW/USD,99.47555405176789
1999-12-01,韓元KRW/USD,96.18507866689222
2000-01-01,韓元KRW/USD,95.60987988496024
2000-02-01,韓元KRW/USD,95.52529182879377
2000-03-01,韓元KRW/USD,94.38335307054643
2000-04-01,韓元KRW/USD,93.89274234478091
2000-05-01,韓元KRW/USD,94.85704618507867
2000-06-01,韓元KRW/USD,94.54407037726273
2000-07-01,韓元KRW/USD,94.31568262561326
2000-08-01,韓元KRW/USD,94.23955337506344
2000-09-01,韓元KRW/USD,94.49331754356284
2000-10-01,韓元KRW/USD,95.49145660632719
2000-11-01,韓元KRW/USD,97.77533412282186
2000-12-01,韓元KRW/USD,102.87599390965995
2001-01-01,韓元KRW/USD,107.58754863813229
2001-02-01,韓元KRW/USD,105.91270512603619
2001-03-01,韓元KRW/USD,109.2454745389951
